,Brand_Name,Model_Name,Phone_Colour,Rom,Rating,Rating_Count,Reviews_Count,Price,Pre_price,Battery_Capacity,Display_Size,Processor,Primary_Camera,Rating_Group,Price_Group,Display_Group
470,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
471,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
472,IQOO,IQOO Z7S 5G ,Norway Blue,128,4.3,621,33,20323,23999,4500.0,6.4,,64.0,Good,20k-40k,Large
473,I,I Kall S1 Plus ,Golden,128,4.2,4047,295,9999,11999,6000.0,6.8,OctaCore,13.0,Good,0-20k,Very Large
474,REDMI,REDMI 10 ,Caribbean Green,128,4.2,44289,2885,10999,16999,3600.0,6.7,QualcommSnapdragon680,50.0,Good,0-20k,Very Large
475,DIZO,DIZO Star 300,Mystic Green,128,3.9,10793,1242,1344,1499,2550.0,1.77,SC6531E,0.3,Fair,0-20k,Small
476,Jmax,Jmax J06,Mystic Green,128,3.6,110,7,699,1199,1100.0,1.8,,0.3,Fair,0-20k,Small
477,Jmax,Jmax J06,Mystic Green,128,3.6,110,7,699,1299,1100.0,1.8,,0.3,Fair,0-20k,Small
478,realme,realme GT 2 ,Paper White,128,4.3,16708,1850,24999,39999,3600.0,6.62,QualcommSnapdragon888,50.0,Good,20k-40k,Very Large
479,realme,realme GT 2 ,Steel Black,128,4.3,16708,1850,24999,39999,3600.0,6.62,QualcommSnapdragon888,50.0,Good,20k-40k,Very Large
480,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
481,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
482,KARBONN,KARBONN K9 Yuva,Mystic Green,128,3.9,936,64,1299,1490,2502.0,1.8,,2.0,Fair,0-20k,Small
483,KARBONN,KARBONN K9 Yuva,Mystic Green,128,3.9,936,64,1294,1490,2502.0,1.8,,2.0,Fair,0-20k,Small
484,Kechaoda,Kechaoda K10,Mystic Green,128,3.9,14693,940,1100,1277,300.0,0.66,,50.0,Fair,0-20k,Small
485,itel,itel It2175 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,Mystic Green,128,4.0,756,56,1097,1499,3600.0,1.8,,0.3,Good,0-20k,Small
486,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
487,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
488,OPPO,OPPO A17 ,Midnight Black,64,4.3,9209,392,11999,14999,3600.0,6.56,MediatekHelioG35,50.0,Good,0-20k,Large
489,KARBONN,KARBONN K9 Yuva,Mystic Green,128,3.9,936,64,1299,1490,2502.0,1.8,,2.0,Fair,0-20k,Small
490,Micromax,Micromax X512,Mystic Green,128,3.9,204,8,995,1799,1750.0,1.77,,0.3,Fair,0-20k,Small
491,OnePlus,OnePlus 11R 5G ,Sonic Black,128,4.5,6323,561,39610,39999,5000.0,6.7,,50.0,Excellent,20k-40k,Very Large
492,Micromax,Micromax X412,Mystic Green,128,3.9,17594,1447,918,1499,800.0,1.77,,50.0,Fair,0-20k,Small
493,Kechaoda,Kechaoda K115,Mystic Green,128,4.1,31614,2350,1120,1599,850.0,1.44,,0.3,Good,0-20k,Small
494,Kechaoda,Kechaoda K115,Mystic Green,128,4.1,31614,2350,1104,1415,850.0,1.44,,0.3,Good,0-20k,Small
495,LAVA,LAVA Flip,Mystic Green,128,4.1,2314,176,1990,2149,1200.0,2.4,,0.08,Good,0-20k,Small
496,realme,realme 10 Pro+ 5G ,Hyperspace,128,4.4,21385,1815,22999,27999,5000.0,6.7,MediatekDimensity10805G,108.0,Good,20k-40k,Very Large
497,APPLE,APPLE iPhone 13 ,Starlight,128,4.7,250949,12398,59999,69900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
498,KARBONN,KARBONN K531,Mystic Green,128,4.0,305,29,1390,1790,1800.0,2.4,,0.3,Good,0-20k,Small
499,realme,realme 9i 5G ,Metallica Gold,128,4.3,10207,688,16999,19999,3600.0,6.6,MediatekDimensity8105G,50.0,Good,0-20k,Very Large
500,KARBONN,KARBONN K531,Mystic Green,128,4.0,305,29,1399,1790,1800.0,2.4,,0.3,Good,0-20k,Small
501,POCO,POCO M4 5G ,Yellow,128,4.2,46648,3318,13999,18999,3600.0,6.58,MediatekDimensity700,50.0,Good,0-20k,Large
502,Tecno,Tecno Spark 10c ,Meta Black,128,4.0,181,8,9780,12499,5000.0,6.6,UnisocTigerT606,16.0,Good,0-20k,Very Large
503,realme,realme 9i 5G ,Metallica Gold,64,4.5,51975,2568,14999,17999,3600.0,6.6,MediatekDimensity8105G,50.0,Excellent,0-20k,Very Large
504,Infinix,Infinix Zero 5G 2023 TURBO ,Pearly White,256,4.0,3667,460,17999,24999,3600.0,6.78,MediatekDimensity1080,50.0,Good,0-20k,Very Large
505,Kechaoda,Kechaoda K115,Mystic Green,128,4.1,31614,2350,1095,1399,850.0,1.44,,0.3,Good,0-20k,Small
506,REDMI,REDMI 10 ,Caribbean Green,64,4.3,246435,14959,9999,14999,3600.0,6.7,QualcommSnapdragon680,50.0,Good,0-20k,Very Large
507,Tecno,Tecno Spark 10c ,Meta Blue,128,4.0,181,8,9900,12499,5000.0,6.6,UnisocTigerT606,16.0,Good,0-20k,Very Large
508,Energizer,Energizer Hardcase E100,Mystic Green,128,3.8,2139,241,1199,1499,3600.0,2.4,MediatekMT6261D,0.3,Fair,0-20k,Small
509,Micromax,Micromax X818,Mystic Green,128,3.9,3854,302,1469,2199,1450.0,2.8,,0.3,Fair,0-20k,Small
510,Nokia,Nokia 110,Mystic Green,128,4.1,178,7,2195,2199,3600.0,1.77,Unisoc6531E,0.08,Good,0-20k,Small
511,SAMSUNG,SAMSUNG Guru Music 2,Mystic Green,128,4.3,208730,19031,1850,1950,800.0,6.5,000208MHz,50.0,Good,0-20k,Large
512,Micromax,Micromax X512,Mystic Green,128,4.0,1397,91,1049,1799,1750.0,1.77,,50.0,Good,0-20k,Small
513,Nokia,Nokia 125 TA-1253 DS,Mystic Green,128,4.0,3587,233,2430,2599,3600.0,2.4,MediaTek,50.0,Good,0-20k,Small
514,Kechaoda,Kechaoda K66 The Music House 4,Mystic Green,128,3.9,18500,1338,1290,1999,400.0,1.8,,1.3,Fair,0-20k,Small
515,vivo,vivo V27 5G ,Noble Black,128,4.4,20336,2269,32999,36999,3600.0,6.5,MediatekDimensity72005G,50.0,Good,20k-40k,Large
516,itel,itel iPower 430 Triple sim|2500 mAh Battery|Expandable Storage upto 32GB,Mystic Green,128,3.9,98,4,1479,1899,2500.0,2.4,,0.3,Fair,0-20k,Small
517,realme,realme Narzo N55 ,Prime Black,64,4.2,1414,81,11165,12999,5000.0,6.72,,64.0,Good,0-20k,Very Large
518,APPLE,APPLE iPhone 13 ,Midnight,128,4.7,250949,12398,59999,69900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
519,SAMSUNG,SAMSUNG Guru Music 2,Mystic Green,128,4.1,2854,187,2069,2499,800.0,6.5,NA0SingleCore208MHz,0.0,Good,0-20k,Large
520,OPPO,OPPO A17k ,Blue,64,4.5,7095,187,9499,12999,5000.0,6.56,MediatekHelioP35,8.0,Excellent,0-20k,Large
521,APPLE,APPLE iPhone 13 ,Pink,128,4.7,250949,12398,59999,69900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
522,SAMSUNG,SAMSUNG GALAXY M13 5G ,Midnight Blue,64,4.2,1100,62,12849,16999,5000.0,6.5,,50.0,Good,0-20k,Large
523,Infinix,Infinix Zero 5G 2023 TURBO ,Submariner Black,256,4.0,3667,460,17999,24999,3600.0,6.78,MediatekDimensity1080,50.0,Good,0-20k,Very Large
524,REDMI,REDMI 10 ,Caribbean Green,128,4.2,44289,2885,10999,16999,3600.0,6.7,QualcommSnapdragon680,50.0,Good,0-20k,Very Large
525,LAVA,LAVA Spark i8,Mystic Green,128,4.1,7280,820,1899,14999,1200.0,2.8,,1.3,Good,0-20k,Small
526,vivo,vivo Y16 ,Drizzling Gold,128,4.3,3931,225,12499,16999,3600.0,6.51,MediatekHelioP35,13.0,Good,0-20k,Large
527,LAVA,LAVA Spark i8,Mystic Green,128,4.1,7280,820,1899,14999,1200.0,2.8,,1.3,Good,0-20k,Small
528,vivo,vivo Y16 ,Steller Black,64,4.2,2811,150,10999,13999,3600.0,6.51,MediatekHelioP35,13.0,Good,0-20k,Large
529,REDMI,REDMI Note 12 5G ,Mystique Blue,256,4.1,1264,96,20999,23999,5000.0,6.67,QualcommSnapdragon4Gen1,48.0,Good,20k-40k,Very Large
530,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
531,SAMSUNG,SAMSUNG Galaxy F23 5G ,Copper Blush,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
532,realme,realme 9i 5G ,Soulful Blue,64,4.5,51975,2568,14999,17999,3600.0,6.6,MediatekDimensity8105G,50.0,Excellent,0-20k,Very Large
533,Energizer,Energizer Hardcase E100,Mystic Green,128,3.8,2139,241,1199,1499,3600.0,2.4,MediatekMT6261D,0.3,Fair,0-20k,Small
534,REDMI,REDMI A1+ ,Light Green,32,4.1,10706,513,6599,10999,3600.0,6.52,MediatekHelioA22,8.0,Good,0-20k,Large
535,Micromax,Micromax X818,Mystic Green,128,3.9,3854,302,1999,14999,1450.0,2.8,,0.3,Fair,0-20k,Small
536,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
537,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
538,Nokia,Nokia 105 SS 2023,Mystic Green,128,3.8,415,29,1475,1599,1000.0,1.8,,50.0,Fair,0-20k,Small
539,Kechaoda,Kechaoda PRO,Mystic Green,128,4.2,6,0,1190,1599,400.0,1.8,,1.3,Good,0-20k,Small
540,SAMSUNG,SAMSUNG Galaxy F23 5G ,Aqua Blue,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
541,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
542,SAMSUNG,SAMSUNG Galaxy A03 Core ,Onyx,32,4.1,4000,313,7190,10499,5000.0,6.5,,8.0,Good,0-20k,Large
543,LAVA,LAVA Flip,Mystic Green,128,4.1,2314,176,1990,2149,1200.0,2.4,,0.08,Good,0-20k,Small
544,Tecno,Tecno Spark 10c ,Meta Blue,128,4.0,181,8,9900,12499,5000.0,6.6,UnisocTigerT606,16.0,Good,0-20k,Very Large
545,Tecno,Tecno Spark 10c ,Meta Black,128,4.0,181,8,9780,12499,5000.0,6.6,UnisocTigerT606,16.0,Good,0-20k,Very Large
546,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
547,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
548,Kechaoda,Kechaoda A27,Mystic Green,128,4.0,8084,576,999,1499,800.0,0.66,,50.0,Good,0-20k,Small
549,vivo,vivo V27 5G ,Magic Blue,128,4.4,20336,2269,32999,36999,3600.0,6.5,MediatekDimensity72005G,50.0,Good,20k-40k,Large
550,Kechaoda,Kechaoda K6,Mystic Green,128,3.9,718,54,1090,1199,1200.0,1.8,,0.3,Fair,0-20k,Small
551,SAMSUNG,SAMSUNG GALAXY M13 5G ,?Stardust Brown,128,4.2,1447,94,14188,16999,5000.0,6.5,,50.0,Good,0-20k,Large
552,realme,realme GT NEO 2 ,NEO Green,128,4.4,18368,2492,21999,34999,5000.0,6.62,QualcommSnapdragon870,64.0,Good,20k-40k,Very Large
553,IQOO,IQOO Z7s 5G ,Pacific Night,128,4.3,621,33,20418,24999,4500.0,6.38,,64.0,Good,20k-40k,Large
554,Tecno,Tecno Pop 7 pro ,?Endless Black,64,4.2,102,2,7429,8999,5000.0,6.56,,12.0,Good,0-20k,Large
555,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
556,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
557,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
558,I,"I Kall King Talking, Contact icon and Auto Call Recording",Mystic Green,128,3.6,18411,1620,774,14999,1500.0,1.8,,0.3,Fair,0-20k,Small
559,realme,realme 10 Pro+ 5G ,Nebula Blue,128,4.4,29159,2532,21999,25999,5000.0,6.7,MediatekDimensity10805G,108.0,Good,20k-40k,Very Large
560,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
561,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
562,KARBONN,KARBONN KX 29,Mystic Green,128,3.8,699,67,1499,1890,2700.0,2.4,,0.3,Fair,0-20k,Small
563,Tecno,Tecno Camon 20 ,Glacier Glow,256,4.3,215,23,15998,17999,5000.0,6.67,,64.0,Good,0-20k,Very Large
564,Tecno,Tecno Pop 5 Pro ,Ice Blue,32,4.2,711,46,6960,10999,6000.0,6.52,HelioA22,8.0,Good,0-20k,Large
565,realme,realme GT NEO 2 ,NEO Green,256,4.4,4625,648,25999,38999,5000.0,6.62,QualcommSnapdragon870,64.0,Good,20k-40k,Very Large
566,itel,itel It2175 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,Mystic Green,128,4.0,756,56,1199,1499,3600.0,1.8,,0.3,Good,0-20k,Small
567,Kechaoda,Kechaoda 888,Mystic Green,128,4.1,270,23,1790,1999,3000.0,1.8,,50.0,Good,0-20k,Small
568,Kechaoda,Kechaoda K115,Mystic Green,128,4.1,31614,2350,1094,1200,850.0,1.44,,0.3,Good,0-20k,Small
569,Snexian,Snexian GURU 312,Mystic Green,128,3.4,3640,254,670,999,800.0,1.8,,0.3,Bad,0-20k,Small
570,APPLE,APPLE iPhone 14 Plus ,Midnight,128,4.6,14458,873,76999,89900,3600.0,6.7,,12.0,Excellent,60k-80k,Very Large
571,itel,itel Power110Neo|2500 mAh battery| Expandable Storage Upto 32GB,Mystic Green,128,4.4,18,0,1309,1689,2500.0,1.8,,0.3,Good,0-20k,Small
572,I,I Kall K3310,Mystic Green,128,3.6,63914,7364,744,849,1000.0,1.8,,0.3,Fair,0-20k,Small
573,Snexian,Snexian GURU 312,Mystic Green,128,3.4,3640,254,670,999,800.0,1.8,,0.3,Bad,0-20k,Small
574,SAMSUNG,SAMSUNG Galaxy A14 5G ,Black,128,4.0,3365,238,17999,20999,3600.0,6.6,SECS5E8535(Exynos1330),50.0,Good,0-20k,Very Large
575,I,"I Kall King Talking, Contact icon and Auto Call Recording",Mystic Green,128,3.6,18411,1620,737,999,1000.0,1.8,,0.3,Fair,0-20k,Small
576,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
577,SAMSUNG,SAMSUNG Galaxy F23 5G ,Copper Blush,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
578,HOTLINE,HOTLINE H310,Mystic Green,128,3.5,289,22,649,999,1000.0,1.8,,0.3,Fair,0-20k,Small
579,OnePlus,OnePlus Nord 3 5G ,Misty Green,128,4.5,335,37,33595,33999,5000.0,6.74,,50.0,Excellent,20k-40k,Very Large
580,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
581,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
582,vivo,vivo Y16 ,Drizzling Gold,64,4.2,2811,150,10999,13999,3600.0,6.51,MediatekHelioP35,13.0,Good,0-20k,Large
583,SAMSUNG,SAMSUNG GURU MUSIC 2,Mystic Green,128,4.1,4549,346,2890,2899,800.0,6.5,000208MHz,0.0,Good,0-20k,Large
584,Mi,Mi 10i ,Pacific Sunrise,128,4.3,1642,113,21990,27999,4820.0,6.67,Qualcomm®Snapdragon™750G,108.0,Good,20k-40k,Very Large
585,HOTLINE,HOTLINE H310,Mystic Green,128,3.5,289,22,649,1099,1000.0,1.8,,0.3,Fair,0-20k,Small
586,SAMSUNG,SAMSUNG Galaxy F23 5G ,Aqua Blue,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
587,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
588,Good,Good One 5026,Mystic Green,128,3.9,1522,314,989,1999,2500.0,1.8,,2.0,Fair,0-20k,Small
589,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,1022,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
590,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
591,SAREGAMA,SAREGAMA Carvaan Mobile Tamil M21,Mystic Green,128,3.4,12,2,2490,14999,2500.0,2.4,,0.3,Bad,0-20k,Small
592,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,968,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
593,HOTLINE,HOTLINE CLASSIC,Mystic Green,128,4.2,4047,295,649,1099,800.0,1.77,,1.3,Good,0-20k,Small
594,SAMSUNG,SAMSUNG Galaxy F14 5G ,GOAT Green,128,4.2,11885,887,12990,17490,6000.0,6.6,"Exynos1330,OctaCore",50.0,Good,0-20k,Very Large
595,Mi,Mi 10i ,Midnight Black,128,4.3,3047,232,18990,24999,4820.0,6.67,Qualcomm®Snapdragon™750G,108.0,Good,0-20k,Very Large
596,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
597,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,965,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
598,POCO,POCO F5 5G ,Snowstorm White,256,4.3,6068,879,27999,34999,3600.0,6.67,QualcommSnapdragon7+Gen2(4nm),64.0,Good,20k-40k,Very Large
599,POCO,POCO F5 5G ,Electric Blue,256,4.3,6068,879,27999,34999,3600.0,6.67,QualcommSnapdragon7+Gen2(4nm),64.0,Good,20k-40k,Very Large
600,POCO,POCO F5 5G ,Snowstorm White,256,4.3,6068,879,27999,34999,3600.0,6.67,QualcommSnapdragon7+Gen2(4nm),64.0,Good,20k-40k,Very Large
601,itel,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,Mystic Green,128,4.0,1373,125,1298,1699,1200.0,2.4,,2.0,Good,0-20k,Small
602,APPLE,APPLE iPhone 13 ,Midnight,128,4.7,250949,12398,59999,69900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
603,SAMSUNG,SAMSUNG Galaxy F14 5G ,GOAT Green,128,4.2,11885,887,12990,17490,6000.0,6.6,"Exynos1330,OctaCore",50.0,Good,0-20k,Very Large
604,vivo,vivo Y56 5G ,Black Engine,128,4.2,1712,107,18999,24999,5000.0,6.58,MediatekDimensity700,50.0,Good,0-20k,Large
605,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,1022,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
606,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,965,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
607,Cellecor,Cellecor X3,Mystic Green,128,3.5,1019,46,968,1749,1000.0,1.8,,0.3,Fair,0-20k,Small
608,LAVA,LAVA LF9000,Mystic Green,128,4.2,158,8,1689,2099,2575.0,2.8,,50.0,Good,0-20k,Small
609,Nokia,Nokia 105 DS,Mystic Green,128,4.2,18315,1809,1549,1699,1000.0,1.8,,50.0,Good,0-20k,Small
610,KARBONN,KARBONN K9 Yuva,Mystic Green,128,3.9,936,64,1260,1390,2502.0,1.8,,2.0,Fair,0-20k,Small
611,KARBONN,KARBONN K140 Pop,Mystic Green,128,3.9,5470,469,999,1090,1000.0,1.8,,0.3,Fair,0-20k,Small
612,REDMI,REDMI 10 Power ,Power Black,128,4.2,4711,263,12487,18999,6000.0,6.7,,50.0,Good,0-20k,Very Large
613,Nokia,Nokia 130 M DS 2023,Mystic Green,128,4.2,4047,295,2090,2199,1450.0,2.4,,50.0,Good,0-20k,Small
614,Nokia,Nokia 110 ,2023),128,4.0,28,0,1929,2099,1000.0,1.8,,0.2,Good,0-20k,Small
615,Nokia,Nokia 130M DS 2023,Mystic Green,128,4.2,4047,295,2149,2399,1450.0,2.4,,50.0,Good,0-20k,Small
616,itel,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,Mystic Green,128,4.0,1373,125,1298,1699,1200.0,2.4,,2.0,Good,0-20k,Small
617,Kechaoda,Kechaoda K55 Pro,Mystic Green,128,3.8,1633,86,1210,1499,400.0,1.8,,1.3,Fair,0-20k,Small
618,vivo,vivo Y16 ,Drizzling Gold,128,4.3,3931,225,12499,16999,3600.0,6.51,MediatekHelioP35,13.0,Good,0-20k,Large
619,realme,realme 9i 5G ,Metallica Gold,128,4.3,10207,688,16999,19999,3600.0,6.6,MediatekDimensity8105G,50.0,Good,0-20k,Very Large
620,vivo,vivo Y56 5G ,Orange Shimmer,128,4.2,133,4,17999,22999,5000.0,6.58,MediatekDimensity700,50.0,Good,0-20k,Large
621,vivo,vivo Y56 5G ,Black Engine,128,4.2,133,4,17999,22999,5000.0,6.58,MediatekDimensity700,50.0,Good,0-20k,Large
622,realme,realme 9i 5G ,Metallica Gold,64,4.5,51975,2568,14999,17999,3600.0,6.6,MediatekDimensity8105G,50.0,Excellent,0-20k,Very Large
623,LAVA,LAVA LF9000,Mystic Green,128,4.2,158,8,1689,2099,2575.0,2.8,,50.0,Good,0-20k,Small
624,realme,realme 9i 5G ,Metallica Gold,64,4.5,51975,2568,14999,17999,3600.0,6.6,MediatekDimensity8105G,50.0,Excellent,0-20k,Very Large
625,LAVA,LAVA LF9000,Mystic Green,128,4.2,158,8,1689,2099,2575.0,2.8,,50.0,Good,0-20k,Small
626,OPPO,OPPO Reno10 Pro 5G ,Glossy Purple,256,4.3,3776,534,39999,44999,4600.0,6.7,Snapdragon778G5G,50.0,Good,20k-40k,Very Large
627,OPPO,OPPO Reno10 Pro 5G ,Silvery Grey,256,4.3,3776,534,39999,44999,4600.0,6.7,Snapdragon778G5G,50.0,Good,20k-40k,Very Large
628,Nokia,Nokia 105 DS ,2023) Charcoal,128,4.3,8,1,1549,1699,1000.0,1.8,,50.0,Good,0-20k,Small
629,OPPO,OPPO A58 ,Dazzling Green,128,4.2,4047,295,14999,15499,5000.0,6.72,HelioG85,50.0,Good,0-20k,Very Large
630,OPPO,OPPO A58 ,Glowing Black,128,4.2,4047,295,14999,15499,5000.0,6.72,HelioG85,50.0,Good,0-20k,Very Large
631,Micromax,Micromax X809,Mystic Green,128,3.7,5657,492,1340,1999,1000.0,2.8,,1.0,Fair,0-20k,Small
632,itel,itel IT5626,Mystic Green,128,4.0,1848,177,1899,2123,3600.0,2.8,SC6531C,0.3,Good,0-20k,Small
633,I,I Kall K26,Mystic Green,128,3.5,593,90,749,1349,1000.0,1.77,,0.3,Fair,0-20k,Small
634,MOTOROLA,MOTOROLA g72 ,Polar Blue,128,4.1,18846,2394,14999,21999,3600.0,6.55,MediatekHelioG99,108.0,Good,0-20k,Large
635,SAMSUNG,SAMSUNG Galaxy A14 5G ,Black,128,4.0,3365,238,17999,20999,3600.0,6.6,SECS5E8535(Exynos1330),50.0,Good,0-20k,Very Large
636,UiSmart,UiSmart Ui-06,Mystic Green,128,4.0,2030,192,1650,1999,1050.0,1.77,,0.01,Good,0-20k,Small
637,UiSmart,UiSmart Ui-06,Mystic Green,128,4.0,2030,192,1625,1997,1050.0,1.77,,0.01,Good,0-20k,Small
638,KARBONN,KARBONN KX 29,Mystic Green,128,3.8,699,67,1499,1890,2700.0,2.4,,0.3,Fair,0-20k,Small
639,Kechaoda,Kechaoda K90,Mystic Green,128,3.6,501,51,1449,2499,5000.0,3.5,,1.3,Fair,0-20k,Small
640,LAVA,LAVA A1 Josh Bol,Mystic Green,128,3.9,14,0,1099,1399,800.0,1.77,,50.0,Fair,0-20k,Small
641,itel,itel P40 ,Luxurious Gold,32,4.0,48,5,6999,8299,6000.0,6.6,,13.0,Good,0-20k,Very Large
642,Micromax,Micromax X412,Mystic Green,128,3.9,17594,1447,918,1499,800.0,1.77,,50.0,Fair,0-20k,Small
643,REDMI,REDMI 12 ,Moonstone Silver,128,4.1,1753,172,11499,15999,5000.0,6.79,HelioG88,50.0,Good,0-20k,Very Large
644,POCO,POCO F5 5G ,Carbon Black,256,4.3,1190,164,30999,39999,3600.0,6.67,QualcommSnapdragon7+Gen2(4nm),64.0,Good,20k-40k,Very Large
645,OnePlus,OnePlus Nord 2T 5G ,Gray Shadow,128,4.4,11597,931,28990,28999,4500.0,6.7,,50.0,Good,20k-40k,Very Large
647,I,I Kall K3310,Mystic Green,128,3.6,63914,7364,744,849,1000.0,1.8,,0.3,Fair,0-20k,Small
648,realme,realme 10 Pro+ 5G ,Hyperspace,256,4.4,21385,1815,24999,28999,5000.0,6.7,MediatekDimensity10805G,108.0,Good,20k-40k,Very Large
649,realme,realme 10 Pro+ 5G ,Dark Matter,256,4.4,21385,1815,24999,28999,5000.0,6.7,MediatekDimensity10805G,108.0,Good,20k-40k,Very Large
650,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
651,SAMSUNG,SAMSUNG Galaxy F23 5G ,Copper Blush,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
652,Kechaoda,Kechaoda K55,Mystic Green,128,3.8,331,12,1160,1499,400.0,1.8,,1.3,Fair,0-20k,Small
653,KARBONN,KARBONN K140 Pop,Mystic Green,128,3.9,5470,469,999,1090,1000.0,1.8,,0.3,Fair,0-20k,Small
