,Brand_Name,Model_Name,Phone_Colour,Rom,Rating,Rating_Count,Reviews_Count,Price,Pre_price,Battery_Capacity,Display_Size,Processor,Primary_Camera,Rating_Group,Price_Group,Display_Group
654,REDMI,REDMI Note 12 Pro 5G ,Glacier Blue,128,4.2,15993,1503,24999,29999,3600.0,6.67,MediatekDimensity1080,50.0,Good,20k-40k,Very Large
655,SAMSUNG,SAMSUNG Guru Music 2,Mystic Green,128,4.3,208730,19031,1850,1950,3600.0,6.5,NA0SingleCore208MHz,0.0,Good,0-20k,Large
656,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
657,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
658,SAREGAMA,SAREGAMA Carvaan Mobile Tamil M11,CM181) with 1500 pre-loaded songs,128,4.2,32,5,1990,14999,1800.0,1.8,,50.0,Good,0-20k,Small
659,itel,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,Mystic Green,128,4.0,1373,125,1298,1699,1200.0,2.4,,2.0,Good,0-20k,Small
660,SAMSUNG,SAMSUNG Galaxy F23 5G ,Aqua Blue,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
661,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
662,vivo,vivo Y56 5G ,Orange Shimmer,128,4.2,1712,107,18999,24999,5000.0,6.58,MediatekDimensity700,50.0,Good,0-20k,Large
663,Kechaoda,Kechaoda K33,Mystic Green,128,4.0,9018,582,1150,1499,800.0,1.4,,0.3,Good,0-20k,Small
664,itel,itel it2163s,Mystic Green,128,3.9,214,12,1190,1499,1200.0,1.8,,0.3,Fair,0-20k,Small
665,APPLE,APPLE iPhone 14 Plus ,Starlight,128,4.6,14458,873,76999,89900,3600.0,6.7,,12.0,Excellent,60k-80k,Very Large
666,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
667,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
668,REDMI,REDMI Note 11 SE ,Thunder Purple,64,4.3,47437,2875,11499,16999,3600.0,6.43,MediatekHelioG95OctaCore,64.0,Good,0-20k,Large
669,itel,itel P40 ,Luxurious Gold,32,4.0,48,5,6999,8299,6000.0,6.6,,13.0,Good,0-20k,Very Large
670,Infinix,Infinix Zero 20 ,Glitter Gold,128,4.2,4618,557,15499,24999,3600.0,6.7,MediatekG99,108.0,Good,0-20k,Very Large
671,KARBONN,KARBONN K110i,Mystic Green,128,3.6,308,32,941,1240,1000.0,1.8,,50.0,Fair,0-20k,Small
672,itel,itel U30 keypad Mobile|1200 mAh battery|Expandable Storage Upto 32GB ,Blue,32,3.8,4,0,1079,1249,1200.0,1.8,,0.3,Fair,0-20k,Small
673,itel,itel U30 keypad Mobile|1200 mAh battery|Expandable Storage Upto 32GB,Mystic Green,128,3.8,4,0,1079,1249,1200.0,1.8,,0.3,Fair,0-20k,Small
674,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
675,OPPO,OPPO A17k ,Navy Blue,64,4.5,7095,187,9499,12999,5000.0,6.56,MediatekHelioP35,8.0,Excellent,0-20k,Large
676,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
677,SAMSUNG,SAMSUNG Galaxy F23 5G ,Copper Blush,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
678,Nokia,Nokia 110 4G,Mystic Green,128,3.9,3499,326,2980,3499,1020.0,1.8,,0.8,Fair,0-20k,Small
679,KARBONN,KARBONN K140 Pop,Mystic Green,128,3.9,5470,469,899,14999,1000.0,1.8,,0.3,Fair,0-20k,Small
680,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
681,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
682,SAMSUNG,SAMSUNG Guru Music 2,Mystic Green,128,4.3,208730,19031,1850,1950,800.0,6.5,000208MHz,50.0,Good,0-20k,Large
683,Cellecor,Cellecor D10,Mystic Green,128,3.7,3,1,1499,1849,2750.0,2.8,,0.8,Fair,0-20k,Small
684,REDMI,REDMI Note 12 Pro 5G ,Stardust Purple,256,4.4,57,2,28999,32999,3600.0,6.67,MediatekDimensity1080,50.0,Good,20k-40k,Very Large
685,Redmi,Redmi 9A Sport ,Coral Green,32,4.2,7059,500,7990,9499,5000.0,6.53,,13.0,Good,0-20k,Large
686,SAMSUNG,SAMSUNG Galaxy F23 5G ,Aqua Blue,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
687,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
688,I,I Kall Z18Pro ,Gilt,128,3.7,23,0,8799,10999,5000.0,6.56,OctaCore,13.0,Fair,0-20k,Large
689,APPLE,APPLE iPhone 13 ,Pink,128,4.7,250949,12398,59999,69900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
690,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
691,SAREGAMA,SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,Mystic Green,128,3.9,72,9,1750,14999,800.0,1.8,,50.0,Fair,0-20k,Small
692,vivo,vivo Y16 ,Drizzling Gold,32,4.2,2811,150,10499,12999,3600.0,6.51,MediatekHelioP35,13.0,Good,0-20k,Large
693,LAVA,LAVA Flip,Mystic Green,128,4.1,14488,1354,1911,2099,3600.0,2.4,MTK6261D,0.08,Good,0-20k,Small
694,Infinix,Infinix Note 12 ,Force Black,128,4.2,13571,1267,12999,17999,3600.0,6.7,MediaTekHelioG88,50.0,Good,0-20k,Very Large
695,Infinix,Infinix Note 12 ,Jewel Blue,128,4.2,13571,1267,12999,17999,3600.0,6.7,MediaTekHelioG88,50.0,Good,0-20k,Very Large
696,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
697,SAMSUNG,SAMSUNG Galaxy F23 5G ,Copper Blush,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
698,LAVA,LAVA A1,Mystic Green,128,4.2,110313,11555,1220,1299,800.0,1.77,,0.3,Good,0-20k,Small
699,Micromax,Micromax J2,Mystic Green,128,3.8,789,51,965,1549,800.0,1.77,,50.0,Fair,0-20k,Small
700,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.3,206030,15708,15999,23999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
701,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
702,Micromax,Micromax X702,Mystic Green,128,3.6,452,24,1134,1499,1000.0,2.4,,0.3,Fair,0-20k,Small
703,REDMI,REDMI Note 12 Pro+ 5G ,Iceberg Blue,256,4.2,5593,616,32999,36999,3600.0,6.67,MediatekDimensity1080,200.0,Good,20k-40k,Very Large
704,KARBONN,KARBONN K110i,Mystic Green,128,3.6,308,32,941,1240,1000.0,1.8,,50.0,Fair,0-20k,Small
705,Kechaoda,Kechaoda K28,Mystic Green,128,4.1,3254,269,1270,1499,1700.0,2.4,,0.3,Good,0-20k,Small
706,SAMSUNG,SAMSUNG Galaxy F23 5G ,Aqua Blue,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
707,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
708,Lvix,Lvix L1 310,Mystic Green,128,3.3,170,11,620,1499,1000.0,1.77,,0.3,Bad,0-20k,Small
709,Snexian,Snexian Rock,Mystic Green,128,4.0,12378,775,1499,1999,800.0,1.7,,0.3,Good,0-20k,Small
710,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
711,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
712,REDMI,REDMI 12 5G ,Moonstone Silver,128,3.8,5,1,16490,17999,5000.0,6.79,,50.0,Fair,0-20k,Very Large
713,Nokia,Nokia 5310 TA-1212 DS,Mystic Green,128,4.2,9331,661,3924,4299,3600.0,2.4,MT6260A,0.3,Good,0-20k,Small
714,REDMI,REDMI 12 5G ,Jade Black,128,3.8,5,1,16500,17999,5000.0,6.79,,50.0,Fair,0-20k,Very Large
715,Snexian,Snexian Rock,Mystic Green,128,4.0,12378,775,1215,1999,800.0,1.7,,0.3,Good,0-20k,Small
716,itel,itel Power110Neo|2500 mAh battery| Expandable Storage Upto 32GB,Mystic Green,128,4.4,18,0,1309,1689,2500.0,1.8,,0.3,Good,0-20k,Small
717,SAMSUNG,SAMSUNG Galaxy A34 5G ,Awesome Graphite,256,4.2,1763,155,32999,39499,3600.0,6.6,"BatteryDimensity1080,OctaCore",48.0,Good,20k-40k,Very Large
718,Tecno,Tecno Spark 9 ,Glacier White,64,4.1,823,43,8400,11499,5000.0,6.6,,13.0,Good,0-20k,Very Large
719,KARBONN,KARBONN K531,Mystic Green,128,4.0,305,29,1349,14999,1750.0,2.4,,0.3,Good,0-20k,Small
720,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
721,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
722,a,a 10e,Mystic Green,128,4.4,19,4,1399,1449,800.0,1.8,,0.1,Good,0-20k,Small
723,Infinix,Infinix HOT 12 Play ,Champagne Gold,64,4.3,118606,8490,8999,11999,3600.0,6.82,UnisocT610,13.0,Good,0-20k,Very Large
724,Tecno,Tecno Pop 7 pro ,?Uyuni Blue,64,4.0,117,4,6549,7999,5000.0,6.56,,12.0,Good,0-20k,Large
725,REDMI,REDMI Note 12 Pro+ 5G ,Arctic White,256,4.2,5593,616,32999,36999,3600.0,6.67,MediatekDimensity1080,200.0,Good,20k-40k,Very Large
726,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
727,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
728,SAMSUNG,SAMSUNG Galaxy A34 5G ,Awesome Violet,256,4.2,1763,155,32999,39499,3600.0,6.6,"BatteryDimensity1080,OctaCore",48.0,Good,20k-40k,Very Large
729,Infinix,Infinix HOT 12 Play ,Horizon Blue,64,4.3,118606,8490,8999,11999,3600.0,6.82,UnisocT610,13.0,Good,0-20k,Very Large
730,SAREGAMA,SAREGAMA Carvaan Keypad Phone Bhojpuri M11,Mystic Green,128,4.7,9,4,1890,2199,1800.0,1.8,,50.0,Excellent,0-20k,Small
731,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
732,SAMSUNG,SAMSUNG GALAXY M13 ,Aqua Green,64,4.2,4047,241,11690,14999,6000.0,6.6,,50.0,Good,0-20k,Very Large
733,Micromax,Micromax X512,Mystic Green,128,3.9,10685,953,1095,1349,1750.0,1.77,,0.3,Fair,0-20k,Small
734,Nokia,Nokia C32 ,Charcoal,128,3.8,209,25,9999,10499,5000.0,6.52,,50.0,Fair,0-20k,Large
735,Lvix,Lvix L1 310,Mystic Green,128,3.3,170,11,620,1499,1000.0,1.77,,0.3,Bad,0-20k,Small
736,IQOO,IQOO Neo 7 5G ,Interstellar Black,256,4.4,364,29,33398,38999,5000.0,6.78,,64.0,Good,20k-40k,Very Large
737,Snexian,Snexian GURU 2163,Mystic Green,128,3.3,231,16,699,999,850.0,1.77,,1.0,Bad,0-20k,Small
738,Kechaoda,Kechaoda K55 Pro,Mystic Green,128,3.8,1633,86,1200,1599,400.0,1.8,,1.3,Fair,0-20k,Small
739,POCO,POCO M6 Pro 5G ,Forest Green,128,4.3,550,48,12999,16999,5000.0,6.79,Snapdragon4Gen2,50.0,Good,0-20k,Very Large
740,I,"I Kall King Talking, Contact icon and Auto Call Recording",Mystic Green,128,3.6,18411,1620,844,999,1000.0,2.4,,0.3,Fair,0-20k,Small
741,SAREGAMA,SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,Mystic Green,128,3.9,72,9,1750,14999,800.0,1.8,,50.0,Fair,0-20k,Small
742,IQOO,IQOO Neo 7 5G ,Frost Blue,256,4.4,364,29,33679,38999,5000.0,6.78,,64.0,Good,20k-40k,Very Large
743,Kechaoda,Kechaoda K60,Mystic Green,128,4.1,1424,134,1789,2499,3600.0,2.4,,0.3,Good,0-20k,Small
744,LAVA,LAVA GEM POWER,Mystic Green,128,4.1,116,11,1870,1999,2575.0,2.8,,2.0,Good,0-20k,Small
745,Cellecor,Cellecor C9+,Mystic Green,128,4.2,12,0,949,1349,1000.0,1.8,,50.0,Good,0-20k,Small
746,Snexian,Snexian ROCK 310,Mystic Green,128,3.4,267,19,699,1499,1000.0,1.77,,0.3,Bad,0-20k,Small
747,REDMI,REDMI A1+ ,Light Blue,32,4.2,9993,412,6299,9999,3600.0,6.52,MediatekHelioA22,8.0,Good,0-20k,Large
748,IQOO,IQOO Z6 Lite 5G ,Without Charger) ,128,4.2,1456,97,15402,18999,5000.0,6.68,,50.0,Good,0-20k,Very Large
749,realme,realme GT NEO 2 ,NEO Green,256,4.4,4625,648,25999,38999,5000.0,6.62,QualcommSnapdragon870,64.0,Good,20k-40k,Very Large
750,OPPO,OPPO A78 ,Aqua Green,128,4.4,34,2,17499,22999,5000.0,6.43,Snapdragon680,50.0,Good,0-20k,Large
751,Kechaoda,Kechaoda K66 The Music House 4,Mystic Green,128,3.9,18500,1338,1136,14999,400.0,1.8,,1.3,Fair,0-20k,Small
752,Kechaoda,Kechaoda K66 The Music House 4,Mystic Green,128,3.9,18500,1338,1150,14999,400.0,1.8,,1.3,Fair,0-20k,Small
753,vivo,vivo Y100 5G ,Pacific Blue,128,4.3,2005,137,23999,29999,3600.0,6.38,MediatekDimensity900,64.0,Good,20k-40k,Large
754,realme,realme GT NEO 2 ,NEO Black,128,4.4,18368,2492,21999,34999,5000.0,6.62,QualcommSnapdragon870,64.0,Good,20k-40k,Very Large
755,itel,itel A60 ,DawnBlue,32,4.1,208,15,5978,7199,5000.0,6.6,Unisoc,8.0,Good,0-20k,Very Large
756,realme,realme GT NEO 2 ,NEO Green,128,4.4,18368,2492,21999,34999,5000.0,6.62,QualcommSnapdragon870,64.0,Good,20k-40k,Very Large
757,Tecno,Tecno Pop 7 pro ,?Endless Black,64,4.2,102,2,7429,8999,5000.0,6.56,,12.0,Good,0-20k,Large
758,GFive,GFive Rose,Mystic Green,128,3.6,107,9,999,1499,3000.0,2.4,,0.3,Fair,0-20k,Small
759,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
760,Infinix,Infinix Zero 20 ,DEEP GRAY,128,4.2,4618,557,15499,24999,3600.0,6.7,MediatekG99,108.0,Good,0-20k,Very Large
761,Infinix,Infinix Zero 20 ,Green Fantasy,128,4.2,4618,557,15499,24999,3600.0,6.7,MediatekG99,108.0,Good,0-20k,Very Large
762,LAVA,LAVA 34 Ultra,Mystic Green,128,4.1,1960,198,1599,14999,3600.0,2.4,,0.8,Good,0-20k,Small
763,Micromax,Micromax X809,Mystic Green,128,3.7,5657,492,1340,1999,1000.0,2.8,,1.0,Fair,0-20k,Small
764,I,I Kall K130,Mystic Green,128,3.3,189,7,737,999,1000.0,1.8,,0.3,Bad,0-20k,Small
765,Xiaomi,Xiaomi 11i Hypercharge 5G ,Purple Mist,128,4.2,6858,743,29999,31999,3600.0,6.67,MediatekDimensity920,108.0,Good,20k-40k,Very Large
766,REDMI,REDMI 11 Prime ,Playful Green,64,4.3,5266,260,8999,14999,5000.0,6.58,HelioG99,50.0,Good,0-20k,Large
767,Peace,Peace P99,Mystic Green,128,3.5,39,4,1399,1699,1800.0,2.4,,0.3,Fair,0-20k,Small
768,itel,itel P40 ,Force Black,32,4.0,48,5,6799,8299,6000.0,6.6,,13.0,Good,0-20k,Very Large
769,Kechaoda,Kechaoda K66 The Music House 4,Mystic Green,128,3.9,18500,1338,1136,14999,400.0,1.8,,1.3,Fair,0-20k,Small
770,SAMSUNG,SAMSUNG GALAXY M13 ,Midnight Blue,64,4.2,4047,241,10918,14999,6000.0,6.6,,50.0,Good,0-20k,Very Large
771,Tecno,Tecno Pova 3 ,Tech Silver,128,4.1,484,24,13999,15999,7000.0,6.9,MediaTekHelioG88,50.0,Good,0-20k,Very Large
772,KARBONN,KARBONN K310i,Mystic Green,128,3.6,383,30,920,14999,800.0,1.8,,50.0,Fair,0-20k,Small
773,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
774,Snexian,Snexian ROCK 310,Mystic Green,128,3.4,267,19,680,1499,1000.0,1.77,,0.3,Bad,0-20k,Small
775,REDMI,REDMI 12C ,Mint Green,64,4.2,1945,112,9190,10999,5000.0,6.71,,50.0,Good,0-20k,Very Large
776,POCO,POCO M6 Pro 5G ,Power Black,128,4.3,550,48,12999,16999,5000.0,6.79,Snapdragon4Gen2,50.0,Good,0-20k,Very Large
777,I,I Kall K100,Mystic Green,128,3.3,7189,645,719,999,1000.0,1.8,,50.0,Bad,0-20k,Small
778,Jmax,Jmax Super 2,Mystic Green,128,4.1,16,6,759,1299,1100.0,1.8,,0.3,Good,0-20k,Small
779,GFive,GFive Rose,Mystic Green,128,3.6,107,9,999,1499,3000.0,2.4,,0.3,Fair,0-20k,Small
780,Micromax,Micromax J2,Mystic Green,128,3.8,789,51,965,1549,800.0,1.77,,50.0,Fair,0-20k,Small
781,Cellecor,Cellecor E8 Plus,Mystic Green,128,3.6,330,21,1302,1949,2750.0,2.4,,0.8,Fair,0-20k,Small
782,realme,realme Narzo 50A ,Oxygen Blue,64,4.4,343351,22186,11498,12999,6000.0,6.5,MediaTekHelioG85,50.0,Good,0-20k,Large
783,realme,realme C25s ,Watery Grey,128,4.4,52855,3017,9999,11999,6000.0,6.5,MediaTekHelioG85,13.0,Good,0-20k,Large
784,Cellecor,Cellecor X9,Mystic Green,128,3.3,6,1,1424,1849,2750.0,2.4,,0.8,Bad,0-20k,Small
785,itel,itel A60 ,VertMenthe,32,4.1,208,15,5978,7199,5000.0,6.6,Unisoc,8.0,Good,0-20k,Very Large
786,Nokia,Nokia 110 Dual Sim 2022,Mystic Green,128,4.1,271,15,2099,14999,1000.0,1.77,,1.0,Good,0-20k,Small
787,REDMI,REDMI A2 ,Classic Black,32,4.1,298,19,6725,8999,5000.0,6.52,MediatekHelioG36,8.0,Good,0-20k,Large
788,realme,realme C30s ,Stripe Blue,32,4.4,6519,231,6999,9999,3600.0,6.5,UnisocSC9863A/UnisocSC9863A1,8.0,Good,0-20k,Large
789,REDMI,REDMI 12C ,Royal Blue,64,4.2,1945,112,8799,10999,5000.0,6.71,,50.0,Good,0-20k,Very Large
790,vivo,vivo Y100 5G ,Metal Black,128,4.3,2005,137,23999,29999,3600.0,6.38,MediatekDimensity900,64.0,Good,20k-40k,Large
791,Infinix,Infinix Smart 6 ,Polar Black,64,4.3,33059,2216,6999,8999,3600.0,6.6,MediatekHelioA22,8.0,Good,0-20k,Very Large
792,APPLE,APPLE iPhone 14 Plus ,Purple,128,4.6,14458,873,76999,89900,3600.0,6.7,,12.0,Excellent,60k-80k,Very Large
793,POCO,POCO F5 5G ,Electric Blue,256,4.3,1190,164,30999,39999,3600.0,6.67,QualcommSnapdragon7+Gen2(4nm),64.0,Good,20k-40k,Very Large
794,Infinix,Infinix Smart 6 ,Heart Of Ocean,64,4.3,33059,2216,6999,8999,3600.0,6.6,MediatekHelioA22,8.0,Good,0-20k,Very Large
795,itel,itel Ace2 lite Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,Mystic Green,128,3.8,16,0,915,1199,1000.0,1.8,,50.0,Fair,0-20k,Small
796,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
797,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.3,1153,107,18999,24499,3600.0,6.5,Exynos1280,50.0,Good,0-20k,Large
798,Micromax,Micromax X809,Mystic Green,128,3.7,5657,492,1340,1999,1000.0,2.8,,1.0,Fair,0-20k,Small
799,Kechaoda,Kechaoda K66 The Music House 4,Mystic Green,128,3.9,18500,1338,1150,14999,400.0,1.8,,1.3,Fair,0-20k,Small
800,SAMSUNG,SAMSUNG Galaxy F23 5G ,Forest Green,128,4.2,45639,3466,14999,22999,3600.0,6.6,QualcommSnapdragon750G,50.0,Good,0-20k,Very Large
801,SAMSUNG,SAMSUNG Galaxy F34 5G ,Mystic Green,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
802,I,I Kall K3310,Mystic Green,128,3.6,63914,7364,749,999,1000.0,1.77,,0.3,Fair,0-20k,Small
803,MOTOROLA,MOTOROLA g31 ,Meteorite Grey,64,4.2,41432,4410,11999,13999,3600.0,6.4,MediatekHelioG85,50.0,Good,0-20k,Large
804,Cellecor,Cellecor X50+,Mystic Green,128,3.6,189,15,1429,2199,2750.0,2.8,,0.8,Fair,0-20k,Small
805,Kechaoda,Kechaoda K60,Mystic Green,128,4.1,1424,134,1849,1999,3600.0,2.4,,0.3,Good,0-20k,Small
806,SAMSUNG,SAMSUNG Galaxy F34 5G ,Electric Black,128,4.1,253,24,20999,25999,3600.0,6.5,Exynos1280,50.0,Good,20k-40k,Large
807,MOTOROLA,MOTOROLA g42 ,Atlantic Green,64,4.2,10298,1058,12499,16999,3600.0,6.402,QualcommSnapdragon680,50.0,Good,0-20k,Large
808,Kechaoda,Kechaoda A8,Mystic Green,128,3.8,359,37,1499,14999,2500.0,3.5,,0.3,Fair,0-20k,Small
809,XTOUCH,XTOUCH F20 feature phone , Not support Jio SIM ),128,3.3,71,10,1249,2999,1000.0,2.4,,1.3,Bad,0-20k,Small
810,Peace,Peace P99,Mystic Green,128,3.5,39,4,1399,1699,1800.0,2.4,,0.3,Fair,0-20k,Small
811,realme,realme Narzo 50A ,Oxygen Blue,128,4.4,343351,22186,12999,13999,6000.0,6.5,MediaTekHelioG85,50.0,Good,0-20k,Large
812,KARBONN,KARBONN KU3+,Mystic Green,128,4.2,4047,295,999,1340,1000.0,2.4,,0.3,Good,0-20k,Small
813,Mi,Mi 10T ,Cosmic Black,128,4.2,4064,567,21999,39999,3600.0,6.67,QualcommSnapdragon865,64.0,Good,20k-40k,Very Large
814,APPLE,APPLE iPhone 11 ,White,128,4.6,199419,11368,44999,48900,3600.0,6.1,,12.0,Excellent,40k-60k,Average
815,IQOO,IQOO Z6 Lite 5G ,Without Charger) ,128,4.2,1456,97,15402,18999,5000.0,6.68,,50.0,Good,0-20k,Very Large
816,MOTOROLA,MOTOROLA E7 Power ,Coral Red,32,4.0,10463,1009,6999,10999,5000.0,6.51,MediaTekHelioG25,13.0,Good,0-20k,Large
817,MarQ,MarQ by Flipkart M70 Shakti,Mystic Green,128,3.9,4480,544,1599,14999,3600.0,2.4,,0.3,Fair,0-20k,Small
818,Tecno,Tecno Spark 9 ,Sky Mirror,128,4.0,1056,60,10995,13499,5000.0,6.6,MediaTekHelioG37OctaCore,13.0,Good,0-20k,Very Large
819,realme,realme C33 2023 ,Sandy Gold,128,4.4,20771,735,10499,13999,3600.0,6.5,UnisocT612,50.0,Good,0-20k,Large
820,SAMSUNG,SAMSUNG Galaxy A14 ,Silver,64,3.9,38,7,13499,16499,5000.0,6.6,"Exynos850,OctaCore",50.0,Fair,0-20k,Very Large
821,realme,realme XT ,Pearl White,64,4.5,112016,12429,16890,16999,4000.0,6.4,Qualcomm712,64.0,Excellent,0-20k,Large
822,realme,realme C33 2023 ,Night Sea,128,4.4,20771,735,10499,13999,3600.0,6.5,UnisocT612,50.0,Good,0-20k,Large
823,OPPO,OPPO A17K ,Navy Blue,64,4.5,7095,187,9379,10999,5000.0,6.56,MediatekHelioG35,8.0,Excellent,0-20k,Large
824,Cellecor,Cellecor R3+,Mystic Green,128,3.7,441,23,1046,1449,1000.0,1.77,,0.8,Fair,0-20k,Small
825,OnePlus,OnePlus 10R ,Forest Green,128,4.3,3335,213,31600,38999,5000.0,6.7,,50.0,Good,20k-40k,Very Large
826,SAMSUNG,SAMSUNG Galaxy M33 5G ,Emerald Brown,128,4.2,11718,851,16990,24999,6000.0,6.59,,50.0,Good,0-20k,Large
827,POCO,POCO X4 Pro 5G ,Laser Black,128,4.2,23490,2267,17999,25999,3600.0,6.67,QualcommSnapdragon6955G,64.0,Good,0-20k,Very Large
828,realme,realme C30s ,Stripe Blue,64,4.2,7073,403,8499,11999,3600.0,6.5,UnisocSC9863A/UnisocSC9863A1,8.0,Good,0-20k,Large
829,REDMI,REDMI Note 11 SE ,Bifrost Blue,64,4.3,47437,2875,13490,16999,3600.0,6.43,MediatekHelioG95OctaCore,64.0,Good,0-20k,Large
830,Kechaoda,Kechaoda K33,Mystic Green,128,4.0,9018,582,1110,1599,800.0,1.4,,0.3,Good,0-20k,Small
831,realme,realme C30s ,Stripe - Black,32,4.4,6519,231,7189,9999,5000.0,6.5,UnisocSC9863A/UnisocSC9863A1,8.0,Good,0-20k,Large
832,itel,itel Power110Neo| 2500 mAh battery| Expandable Storage Upto 32GB,Mystic Green,128,4.7,6,1,1349,1689,2500.0,1.8,,0.3,Excellent,0-20k,Small
833,Nokia,Nokia 110 TA-1302 DS,Mystic Green,128,4.0,25627,1999,1899,2099,800.0,1.77,,1.0,Good,0-20k,Small
834,Jmax,Jmax J32,Mystic Green,128,3.7,419,33,699,1199,1050.0,1.8,,2.0,Fair,0-20k,Small
